公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
9908,大台北,4077487,3547268,530219,--,--,530219,203531,-862,325826,338342,664168,69714,594454,--,--,594454,125025,--,719479,565475,--,28979,654576,--,64903,1.13
9910,豐泰企業,34548188,27527029,7021159,--,--,7021159,3800599,--,3220560,406278,3626838,1206309,2420529,--,--,2420529,189857,--,2610386,2145820,--,274709,2318742,--,291644,3.71
9911,台灣櫻花,3338555,2351638,986917,--,--,986917,678435,--,308482,114148,422630,66388,356242,--,--,356242,8927,--,365169,356242,--,--,365169,--,--,1.3
9912,偉聯,502045,352783,149262,--,--,149262,153235,--,-3973,-5647,-9620,1863,-11483,--,--,-11483,-495,--,-11978,-11483,--,--,-11978,--,--,-0.22
9914,美利達,20159929,16526558,3633371,--,37899,3671270,1645984,--,2025286,1110346,3135632,690523,2445109,--,--,2445109,-8979,--,2436130,2422278,--,22831,2419886,--,16244,8.1
9917,中保,9617159,5981738,3635421,--,--,3635421,1814725,--,1820696,70843,1891539,283504,1608035,--,--,1608035,-15428,--,1592607,1567234,--,40801,1543694,--,48913,3.65
9918,欣天然,2147389,1731773,415616,--,--,415616,186295,--,229321,-31857,197464,31910,165554,--,--,165554,10712,--,176266,165554,--,--,176266,--,--,0.93
9919,康那香,3356846,2898832,458014,--,--,458014,470129,--,-12115,-20433,-32548,-21569,-10979,--,--,-10979,10118,--,-861,34312,--,-45291,42283,--,-43144,0.17
9921,巨大機械,46034916,35678344,10356572,--,--,10356572,6315858,--,4040714,331199,4371913,1298906,3073007,--,--,3073007,-107510,--,2965497,3069190,--,3817,2967379,--,-1882,8.18
9924,台灣福興,5197358,4209427,987931,--,--,987931,621104,--,366827,129712,496539,105097,391442,--,--,391442,57007,--,448449,379235,--,12207,436193,--,12256,2.01
9925,新光保全,5177338,3202990,1974348,--,--,1974348,1155910,--,818438,393595,1212033,286012,926021,--,--,926021,-187870,--,738151,880638,--,45383,700043,--,38108,2.31
9926,新海瓦斯,2050482,1695461,355021,--,--,355021,119510,4456,239967,19213,259180,41896,217284,--,--,217284,9412,--,226696,217284,--,--,226696,--,--,1.3
9927,泰銘,7449859,6636482,813377,--,--,813377,139629,--,673748,40841,714589,146252,568337,--,--,568337,27186,--,595523,566665,--,1672,593851,--,1672,2.71
9928,中視,690237,766106,-75869,--,--,-75869,141985,--,-217854,41682,-176172,-10,-176162,--,--,-176162,-1883,--,-178045,-176158,--,-4,-178039,--,-6,-1.33
9929,秋雨,955463,931237,24226,--,--,24226,158048,--,-133822,530,-133292,8,-133300,--,--,-133300,-503,--,-133803,-112006,--,-21294,-112262,--,-21541,-0.75
9930,中聯資源,5055304,3902768,1152536,--,--,1152536,273421,--,879115,27087,906202,154428,751774,--,--,751774,4147,--,755921,737029,--,14745,741156,--,14765,3.26
9931,欣高,1191782,1008895,182887,--,--,182887,59057,--,123830,36898,160728,45796,114932,--,--,114932,-1664,--,113268,114017,--,915,111990,--,1278,1.12
9933,中鼎工程,40565082,37624136,2940946,--,--,2940946,1208456,--,1732490,204973,1937463,372638,1564825,--,--,1564825,943,--,1565768,1230178,--,334647,1241408,--,324360,1.64
9934,成霖企業,14976420,10987363,3989057,--,--,3989057,3659475,--,329582,-52568,277014,135736,141278,--,--,141278,-127755,--,13523,141915,--,-637,14507,--,-984,0.4
9935,慶豐富,2179534,1935963,243571,--,--,243571,363908,--,-120337,299087,178750,4846,173904,--,--,173904,-31767,--,142137,173938,--,-34,142168,--,-31,1.34
9937,全國,22049696,20820574,1229122,--,--,1229122,1075167,--,153955,146630,300585,45438,255147,0,--,255147,-54922,--,200225,--,--,--,--,--,--,0.83
9938,台灣百和,6611693,4391228,2220465,--,--,2220465,1112103,--,1108362,-283,1108079,300405,807674,--,--,807674,48419,--,856093,688677,--,118997,749623,--,106470,2.31
9939,宏全,13978703,11548594,2430109,--,--,2430109,1244551,--,1185558,11234,1196792,226541,970251,0,--,970251,93553,--,1063804,949798,--,20453,1039248,--,24556,3.66
9940,信義房屋,6680533,4928903,1751630,--,--,1751630,980046,--,771584,133451,905035,206674,698361,--,--,698361,-47730,--,650631,671182,--,27179,623149,--,27482,1.09
9941,裕融企業,11469212,6954300,4514912,--,--,4514912,3145930,355644,1724626,1397,1726023,405842,1320181,--,--,1320181,15348,--,1335529,1223162,--,97019,1237584,--,97945,4.8
9942,茂順,2190129,1373305,816824,1016,--,815808,284673,--,531135,25770,556905,139435,417470,--,--,417470,7543,--,425013,417439,--,31,424952,--,61,5.02
9943,好樂迪,2450184,1051853,1398331,--,--,1398331,940013,--,458318,96727,555045,80173,474872,--,--,474872,6486,--,481358,474872,--,--,481358,--,--,3.22
9944,新麗企業,3179595,2553913,625682,--,--,625682,434001,--,191681,-4021,187660,69276,118384,--,--,118384,25739,--,144123,102288,--,16096,125480,--,18643,1
9945,潤泰創新,9378656,7375539,2003117,--,--,2003117,1374119,--,628998,5012654,5641652,1112485,4529167,0,--,4529167,-1636475,--,2892692,4000695,--,528472,2535889,--,356803,3.47
9946,三發地產,524717,391153,133564,--,--,133564,111984,--,21580,3059,24639,64411,-39772,--,--,-39772,--,--,-39772,-39772,--,--,-39772,--,--,-0.19
9955,佳龍,1959834,1833458,126376,--,--,126376,100171,--,26205,1183,27388,9189,18199,--,--,18199,1429,--,19628,18202,--,-3,19631,--,-3,0.18
9958,世紀鋼構,2197696,2042378,155318,--,--,155318,49084,--,106234,-35307,70927,16399,54528,--,--,54528,--,--,54528,54528,--,0,54528,--,--,0.3
