公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2376,技嘉,41486722,33989477,7497245,--,--,7497245,5915013,--,1582232,732954,2315186,412141,1903045,--,--,1903045,-28684,--,1874361,1901891,--,1154,1873207,--,1154,3.03
2377,微星科技,63193485,54642389,8551096,--,--,8551096,5821335,--,2729761,198826,2928587,459068,2469519,--,--,2469519,29576,--,2499095,2469519,--,0,2499095,--,0,2.92
2379,瑞昱,23700950,13250242,10450708,--,--,10450708,8061246,5113,2394575,1336500,3731075,393545,3337530,--,--,3337530,365240,--,3702770,3337656,--,-126,3702896,--,-126,6.61
2380,虹光精密,2144048,1556649,587399,--,--,587399,714808,--,-127409,38765,-88644,15142,-103786,--,--,-103786,13177,--,-90609,-103866,--,80,-90689,--,80,-0.48
2382,廣達,674671011,644356527,30314484,713,525,30314296,19475933,--,10838363,7132227,17970590,4124007,13846583,--,--,13846583,1537481,--,15384064,13474704,--,371879,15602161,--,-218097,3.5
2383,台光電子,13643763,11268457,2375306,--,--,2375306,1146155,--,1229151,-26794,1202357,198971,1003386,--,--,1003386,22774,--,1026160,1001210,--,2176,1023913,--,2247,3.2
2384,勝華科技,54576139,61260674,-6684535,--,--,-6684535,2951155,-7010630,-16646320,-649205,-17295525,1543092,-18838617,--,--,-18838617,99461,--,-18739156,-18821737,--,-16880,-18722446,--,-16710,-9.71
2385,群光電子,55934464,47167931,8766533,--,--,8766533,5755478,--,3011055,762207,3773262,665680,3107582,--,--,3107582,-865417,--,2242165,2690573,--,417009,1823838,--,418327,4.1
2387,精元電腦,11714713,10189672,1525041,--,--,1525041,837063,--,687978,-16950,671028,174247,496781,--,--,496781,-15141,--,481640,476824,--,19957,534278,--,-52638,1.35
2388,威盛電子,5074776,3536060,1538716,--,--,1538716,2050281,--,-511565,-304950,-816515,67013,-883528,--,--,-883528,-6862,--,-890390,-869994,--,-13534,-876856,--,-13534,-1.76
2390,云辰,983265,683006,300259,--,--,300259,289612,--,10647,-39652,-29005,21410,-50415,--,--,-50415,32621,--,-17794,-49527,--,-888,-17487,--,-307,-0.23
2392,正崴,62156157,54946257,7209900,--,--,7209900,6161313,--,1048587,344330,1392917,521068,871849,--,--,871849,534579,--,1406428,928592,--,-56743,1416716,--,-10288,1.83
2393,億光電子,22426624,16836228,5590396,--,--,5590396,3567991,--,2022405,4588,2026993,394048,1632945,--,--,1632945,-222116,--,1410829,1617013,--,15932,1391234,--,19595,3.83
2395,研華,26549102,15836645,10712457,--,--,10712457,6499526,--,4212931,307822,4520753,828773,3691980,--,--,3691980,238297,--,3930277,3674337,--,17643,3918967,--,11310,5.85
2397,友通資訊,1951242,1317188,634054,--,--,634054,370325,0,263729,29106,292835,57084,235751,--,--,235751,-2902,--,232849,235751,--,0,232849,--,0,2.05
2399,映泰,3512453,3184244,328209,--,--,328209,303088,--,25121,74575,99696,12549,87147,--,--,87147,8176,--,95323,87147,--,--,95323,--,--,0.49
2401,凌陽科技,6510628,3838249,2672379,--,--,2672379,2493073,-40,179266,320333,499599,39537,460062,--,--,460062,27221,--,487283,371872,--,88190,397967,--,89316,0.63
2402,毅嘉科技,8714981,7150660,1564321,--,--,1564321,602896,--,961425,137027,1098452,229763,868689,--,--,868689,-29143,--,839546,868689,--,--,839546,--,--,2.62
2404,漢唐,4120172,3217752,902420,--,--,902420,441609,--,460811,338750,799561,151753,647808,--,--,647808,46760,--,694568,628654,--,19154,675414,--,19154,2.65
2405,浩鑫,5495223,4746410,748813,--,--,748813,835713,2358,-84542,-141677,-226219,15925,-242144,--,--,-242144,128884,--,-113260,-235194,--,-6950,-107951,--,-5309,-0.67
2406,國碩科技,9733656,8701272,1032384,--,--,1032384,670171,--,362213,318339,680552,147019,533533,--,--,533533,-18865,--,514668,95594,--,437939,76525,--,438143,0.32
2408,南亞科,36698508,20555551,16142957,--,--,16142957,2492179,--,13650778,7920590,21571368,877406,20693962,-1073424,--,19620538,26501,--,19647039,19673529,--,-52991,19700030,--,-52991,8.21
2409,友達,302730204,269840297,32889907,--,--,32889907,19547712,--,13342195,-1294933,12047262,557478,11489784,--,--,11489784,23372,--,11513156,11624206,--,-134422,11625317,--,-112161,1.21
2412,中華電,166974825,106494720,60480105,--,--,60480105,25050166,-33373,35396566,1412470,36809036,5930875,30878161,--,--,30878161,-237125,--,30641036,30549315,--,328846,30320037,--,320999,3.94
2413,環科,3268837,2688657,580180,--,--,580180,488546,--,91634,-77662,13972,-4452,18424,--,--,18424,103653,--,122077,18758,--,-334,122411,--,-334,0.15
2414,精技電腦,11429072,10371896,1057176,--,--,1057176,818938,--,238238,8911,247149,35726,211423,--,--,211423,-27,--,211396,200934,--,10489,200973,--,10423,1.24
2415,錩新,1615350,1228078,387272,--,--,387272,241874,194,145592,127255,272847,95452,177395,--,--,177395,24385,--,201780,176379,--,1016,198077,--,3703,1.93
2417,圓剛,620384,374502,245882,--,--,245882,389129,--,-143247,45262,-97985,-3111,-94874,--,--,-94874,4498,--,-90376,-94874,--,--,-90376,--,0,-0.48
2419,仲琦,4258931,3159111,1099820,--,--,1099820,948390,2627,154057,16573,170630,15109,155521,--,--,155521,6751,--,162272,127722,--,27799,134473,--,27799,0.55
2420,新巨,2587807,1686178,901629,--,--,901629,489216,--,412413,79821,492234,93066,399168,--,--,399168,334,--,399502,395066,--,4102,395400,--,4102,2.59
2421,建準電機,7045799,5566766,1479033,0,0,1479033,1138292,--,340741,54879,395620,86565,309055,--,--,309055,19279,--,328334,304376,--,4679,323408,--,4926,1.21
2423,固緯,1568639,826278,742361,0,0,742361,618681,--,123680,47940,171620,27080,144540,--,--,144540,-29878,--,114662,145666,--,-1126,115741,--,-1079,1.11
2424,隴華電子,49328,28544,20784,--,--,20784,20361,--,423,8907,9330,18214,-8884,--,--,-8884,340,--,-8544,-8884,--,--,-8544,--,--,-0.3
2425,承啟,4363568,4101592,261976,--,--,261976,73633,--,188343,19093,207436,14241,193195,--,--,193195,796,--,193991,193195,--,--,193991,--,--,1.77
2426,鼎元,3847994,3252744,595250,--,--,595250,320510,--,274740,-10701,264039,0,264039,--,--,264039,3894,--,267933,254872,--,9167,258777,--,9156,1.08
2427,三商電腦,1191934,781050,410884,--,--,410884,410756,--,128,20631,20759,6144,14615,--,--,14615,733,--,15348,14695,--,-80,15428,--,-80,0.08
2428,興勤電子,3369294,2470611,898683,--,--,898683,372019,0,526664,75832,602496,147858,454638,386,--,455024,7655,--,462679,439064,--,15960,453736,--,8943,3.46
2429,銘旺科,634907,657145,-22238,--,--,-22238,41549,--,-63787,-2518,-66305,0,-66305,--,--,-66305,0,--,-66305,--,--,--,--,--,--,-1.8
2430,燦坤實業,19652176,16342162,3310014,--,--,3310014,3019080,--,290934,38023,328957,82274,246683,--,--,246683,4798,--,251481,321738,--,-75055,326535,--,-75054,1.92
2431,聯昌電子,3112345,2705843,406502,--,--,406502,314059,--,92443,50121,142564,8390,134174,0,--,134174,-8036,--,126138,134174,--,--,126138,--,--,1.21
2433,互盛電,1713706,952512,761194,--,--,761194,469042,--,292152,183901,476053,62247,413806,--,--,413806,-593177,--,-179371,411042,--,2764,-184426,--,5055,2.84
2434,統懋,197849,289147,-91298,--,--,-91298,133463,-8929,-233690,415115,181425,0,181425,--,--,181425,-3167,--,178258,181425,--,--,178258,--,--,1.23
2436,偉詮電,1426995,1107907,319088,--,--,319088,320597,--,-1509,188920,187411,5633,181778,--,--,181778,174560,--,356338,181442,--,336,355906,--,432,0.82
2437,旺詮,2538591,1960469,578122,--,--,578122,335583,--,242539,125945,368484,93341,275143,--,--,275143,9296,--,284439,275143,--,--,284439,--,--,4.68
2438,翔耀實業,219512,137972,81540,--,--,81540,40503,--,41037,24325,65362,12823,52539,--,--,52539,-59,--,52480,21775,--,30764,21716,--,30764,0.36
2439,美律,9053292,6884284,2169008,--,--,2169008,1037895,--,1131113,76273,1207386,217373,990013,--,--,990013,12508,--,1002521,960428,--,29585,970348,--,32173,5.19
2440,太空梭,1872901,1740468,132433,--,--,132433,159426,--,-26993,7489,-19504,6690,-26194,--,--,-26194,-16075,--,-42269,-26194,--,0,-42269,--,0,-0.19
2441,超豐電子,7907234,5685381,2221853,--,--,2221853,294140,--,1927713,53098,1980811,235096,1745715,--,--,1745715,--,--,1745715,--,--,--,--,--,--,3.07
2442,新美齊,737030,551108,185922,--,--,185922,147906,--,38016,91778,129794,26597,103197,--,--,103197,6462,--,109659,100635,--,2562,107110,--,2549,0.55
2443,新利虹,257949,196974,60975,--,--,60975,137242,--,-76267,74970,-1297,112630,-113927,--,--,-113927,7561,--,-106366,-110930,--,-2997,-103369,--,-2997,-0.76
2444,友旺科技,1169027,1004124,164903,0,0,164903,143353,--,21550,9012,30562,--,30562,0,--,30562,0,--,30562,30562,--,--,30562,--,--,0.36
2448,晶電,21996203,17585667,4410536,792,-26,4409718,2346576,156569,2219711,-114536,2105175,388435,1716740,--,--,1716740,275005,--,1991745,1719198,--,-2458,1976389,--,15356,1.88
2449,京元電,12049785,8367672,3682113,0,0,3682113,1448610,--,2233503,173400,2406903,374415,2032488,--,--,2032488,45602,--,2078090,2031772,--,716,2077486,--,604,1.71
2450,神腦,30632536,26740384,3892152,--,--,3892152,3803494,-10539,78119,264334,342453,50949,291504,--,--,291504,859,--,292363,291504,--,--,292363,--,--,1.13
2451,創見資訊,20242462,16016661,4225801,--,--,4225801,1346108,--,2879693,254429,3134122,427074,2707048,--,--,2707048,-30314,--,2676734,2707048,--,--,2676734,--,--,6.28
2453,凌群,3189359,2480793,708566,--,--,708566,639930,--,68636,26461,95097,13328,81769,--,--,81769,3749,--,85518,79420,--,2349,83029,--,2489,0.79
2454,聯發科,157610197,80326717,77283480,--,--,77283480,39916125,--,37367355,3200387,40567742,4578556,35989186,--,--,35989186,1476720,--,37465906,36005012,--,-15826,37458094,--,7812,23.41
2455,全新,1508169,995050,513119,--,--,513119,139600,--,373519,16623,390142,72859,317283,--,--,317283,-5024,--,312259,--,--,--,--,--,--,1.29
2456,奇力新,2922905,2242824,680081,0,0,680081,336167,--,343914,-9666,334248,84035,250213,0,--,250213,21314,--,271527,251735,--,-1522,273049,--,-1522,1.83
2457,飛宏科技,9431514,8066789,1364725,--,--,1364725,1280049,--,84676,111768,196444,68467,127977,--,--,127977,61419,--,189396,128165,--,-188,189764,--,-368,0.46
2458,義隆,5820465,3135945,2684520,-2257,--,2686777,1560021,--,1126756,207975,1334731,233557,1101174,--,--,1101174,32316,--,1133490,1172396,--,-71222,1204570,--,-71080,2.85
2459,敦吉,7881546,6965038,916508,--,--,916508,467771,--,448737,82514,531251,127536,403715,--,--,403715,27402,--,431117,374362,--,29353,401341,--,29776,2.64
2460,建通精密,2944923,2549532,395391,--,--,395391,280455,--,114936,-1576,113360,46725,66635,--,--,66635,14416,--,81051,66635,--,--,81051,--,--,0.39
2461,光群雷射,3139946,2294388,845558,--,12964,858522,602609,--,255913,1062,256975,54841,202134,--,--,202134,25092,--,227226,120084,--,82050,143132,--,84094,0.75
2462,良得電,3319384,2910750,408634,--,--,408634,293437,--,115197,55857,171054,39860,131194,--,--,131194,13704,--,144898,131194,--,--,144898,--,--,1.36
2464,盟立,5031369,4144012,887357,--,--,887357,571763,-1291,314303,24655,338958,53883,285075,--,--,285075,10649,--,295724,285110,--,-35,295759,--,-35,1.56
2465,麗臺科技,1573083,1339205,233878,0,--,233878,331775,--,-97897,-3550,-101447,53,-101500,--,--,-101500,599,--,-100901,-98244,--,-3256,-97735,--,-3166,-0.92
2466,冠西電,960834,844476,116358,--,--,116358,173846,--,-57488,-19196,-76684,10192,-86876,--,--,-86876,29797,--,-57079,-85214,--,-1662,-55417,--,-1662,-0.62
2467,志聖工業,2746794,1796808,949986,--,--,949986,765272,--,184714,36682,221396,50805,170591,--,--,170591,-8153,--,162438,183665,--,-13074,175512,--,-13074,1.16
2468,華經,1130879,1005691,125188,--,--,125188,112141,--,13047,10466,23513,4865,18648,--,--,18648,-1082,--,17566,18648,--,--,17566,--,--,0.27
2471,資通,416033,304088,111945,--,--,111945,120911,--,-8966,17610,8644,1736,6908,--,--,6908,918,--,7826,6908,--,--,7826,--,--,0.15
2472,立隆電子,4575513,3507481,1068032,--,--,1068032,526752,--,541280,76212,617492,141067,476425,--,--,476425,11342,--,487767,410842,--,65583,418540,--,69227,2.66
2474,可成科技,38263634,20309189,17954445,--,--,17954445,4131527,--,13822918,1765402,15588320,4143344,11444976,--,--,11444976,1071193,--,12516169,11438704,--,6272,12507768,--,8401,15.11
2475,華映,42012521,35905357,6107164,--,--,6107164,6516007,--,-408843,-573745,-982588,196740,-1179328,--,--,-1179328,1492524,--,313196,-1515665,--,336337,-444222,--,757418,-0.23
2476,鉅祥,3575916,2581694,994222,--,--,994222,583788,971,411405,89905,501310,133013,368297,--,--,368297,15647,--,383944,303913,--,64384,318712,--,65232,1.3
2477,美隆電,2664820,2406340,258480,--,--,258480,366449,--,-107969,-56938,-164907,22300,-187207,--,--,-187207,-20252,--,-207459,-150714,--,-36493,-154385,--,-53074,-0.63
2478,大毅,3041604,2587793,453811,--,--,453811,343392,--,110419,48702,159121,29674,129447,--,--,129447,22477,--,151924,122492,--,6955,143616,--,8308,0.48
2480,敦陽科技,3055038,2222824,832214,--,--,832214,597006,--,235208,-583,234625,40661,193964,--,--,193964,74628,--,268592,193964,--,0,268592,--,0,1.46
2481,強茂,13043397,10627537,2415860,--,--,2415860,1647197,--,768663,-448043,320620,190658,129962,--,--,129962,-51165,--,78797,182820,--,-52858,146134,--,-67337,0.48
2482,連宇,524432,343133,181299,--,--,181299,215164,--,-33865,9979,-23886,-3839,-20047,--,--,-20047,1823,--,-18224,-19809,--,-238,-17986,--,-238,-0.32
2483,百容,1262415,950953,311462,--,--,311462,215569,--,95893,60963,156856,11370,145486,--,--,145486,637,--,146123,144355,--,1131,146761,--,-638,1.3
2484,希華,1993778,1572418,421360,--,0,421360,244584,--,176776,17693,194469,4296,190173,--,--,190173,-6345,--,183828,198557,--,-8384,192307,--,-8479,1.26
2485,兆赫電子,5392933,4445876,947057,--,--,947057,699970,--,247087,197534,444621,82852,361769,--,--,361769,2114,--,363883,390418,--,-28649,392532,--,-28649,1.23
2486,一詮精密,5535333,4859859,675474,--,--,675474,439938,--,235536,-1641,233895,59755,174140,--,--,174140,16918,--,191058,179854,--,-5714,196772,--,-5714,0.88
2488,漢平,1408535,1095570,312965,--,--,312965,195667,--,117298,32898,150196,33037,117159,--,--,117159,5592,--,122751,116625,--,534,121993,--,758,1.46
2489,瑞軒,12938398,11487440,1450958,--,--,1450958,1395741,--,55217,722554,777771,115137,662634,--,--,662634,83196,--,745830,645374,--,17260,710358,--,35472,0.78
2491,吉祥全,491704,446572,45132,--,--,45132,143096,--,-97964,333338,235374,775,234599,--,--,234599,0,--,234599,265714,--,-31115,265714,--,-31115,4.22
2492,華新科,10796456,9261727,1534729,--,--,1534729,1267685,--,267044,169005,436049,37025,399024,--,--,399024,273639,--,672663,346739,--,52285,607930,--,64733,0.51
2493,揚博科技,1755038,1221886,533152,--,--,533152,240983,--,292169,23537,315706,44041,271665,--,--,271665,-7487,--,264178,--,--,--,--,--,--,2.37
2495,普安,1184724,660087,524637,--,--,524637,497023,--,27614,58076,85690,16780,68910,--,--,68910,8067,--,76977,68910,--,0,76977,--,0,0.24
2496,卓越成功,78656,108105,-29449,--,--,-29449,46606,--,-76055,3489,-72566,238,-72804,--,--,-72804,--,--,-72804,--,--,--,--,--,--,-1.86
2497,怡利電子,2640072,1807580,832492,--,--,832492,426484,--,406008,50176,456184,99104,357080,--,--,357080,3328,--,360408,357080,--,--,360408,--,--,3.01
2498,宏達電,140045152,109033501,31011651,--,--,31011651,30476304,--,535347,981544,1516891,500054,1016837,--,--,1016837,-91200,--,925637,1016837,--,--,925637,--,--,1.23
2499,東貝光電,6583503,5215736,1367767,--,240,1368007,796605,--,571402,66531,637933,61922,576011,--,--,576011,-50597,--,525414,582338,--,-6327,531257,--,-5843,1.82
2501,國建,4777392,3310529,1466863,--,--,1466863,828431,--,638432,211324,849756,188929,660827,--,--,660827,329631,--,990458,722841,--,-62014,1057215,--,-66757,0.44
2504,國產,25470344,22880771,2589573,--,--,2589573,1750828,--,838745,-5097,833648,147102,686546,--,--,686546,14279,--,700825,457772,--,228774,453731,--,247094,0.3
2505,國揚實業,1443317,991941,451376,--,--,451376,292030,--,159346,-50235,109111,-39,109150,--,--,109150,-3730,--,105420,109150,--,0,105420,--,0,0.22
2506,太設,2580650,1440030,1140620,--,--,1140620,752071,-14778,373771,74576,448347,151777,296570,--,--,296570,-9783,--,286787,231549,--,65021,224068,--,62719,0.62
2509,全坤建,24877,15136,9741,--,--,9741,163170,0,-153429,15726,-137703,1366,-139069,--,--,-139069,2504,--,-136565,-136580,--,-2489,-134076,--,-2489,-0.9
2511,太子,9780693,6692095,3088598,--,--,3088598,2207161,--,881437,165700,1047137,77036,970101,--,--,970101,-553003,--,417098,991809,--,-21708,439002,--,-21904,0.63
2515,中工,11098345,10165057,933288,--,--,933288,566612,--,366676,-142957,223719,-144220,367939,--,--,367939,-205778,--,162161,353439,--,14500,151216,--,10945,0.23
2516,新亞,8177972,7841052,336920,--,--,336920,138575,--,198345,9882,208227,34482,173745,--,--,173745,-9246,--,164499,171661,--,2084,162662,--,1837,0.76
2520,冠德,7298146,4345418,2952728,--,--,2952728,1046543,--,1906185,-128688,1777497,301598,1475899,--,--,1475899,-2668,--,1473231,1367301,--,108598,1365060,--,108171,2.77
2524,京城,2388331,1264558,1123773,--,--,1123773,196135,--,927638,-42897,884741,200062,684679,--,--,684679,0,--,684679,--,--,--,--,--,--,1.82
2527,宏璟,4916525,3845637,1070888,--,--,1070888,180543,--,890345,118909,1009254,68656,940598,--,--,940598,659375,--,1599973,945898,--,-5300,1605273,--,-5300,3.61
2528,皇普建設,326670,222823,103847,--,--,103847,47799,--,56048,11194,67242,8802,58440,--,--,58440,--,--,58440,--,--,--,--,--,--,0.49
2530,華建,7826,4357,3469,--,--,3469,98686,--,-95217,-374,-95591,-631,-94960,--,--,-94960,0,--,-94960,-87223,--,-7737,-87223,--,-7737,-0.33
2534,宏盛,169084,130451,38633,--,--,38633,244140,--,-205507,-66417,-271924,12572,-284496,--,--,-284496,42151,--,-242345,--,--,--,--,--,--,-0.48
2535,達工,8399772,7616869,782903,--,--,782903,297428,--,485475,-1232,484243,48478,435765,--,--,435765,-10799,--,424966,438947,--,-3182,423187,--,1779,2.13
2536,宏普建設,2469118,1426996,1042122,--,--,1042122,273958,--,768164,-116388,651776,76465,575311,--,--,575311,-6869,--,568442,--,--,--,--,--,--,1.76
2537,聯上開發,891113,550848,340265,--,--,340265,65661,--,274604,-26676,247928,2524,245404,--,--,245404,--,--,245404,--,--,--,--,--,--,1
2538,基泰建設,2151745,619863,1531882,--,--,1531882,225980,--,1305902,53797,1359699,58945,1300754,--,--,1300754,6830,--,1307584,1300754,--,--,1307584,--,0,3.18
2539,櫻花建設,3024752,1859535,1165217,--,--,1165217,213759,--,951458,-1591,949867,81270,868597,--,--,868597,--,--,868597,--,--,--,--,--,--,3.64
2540,愛山林,805424,518836,286588,--,--,286588,169167,--,117421,-12615,104806,2000,102806,0,--,102806,0,--,102806,102806,--,0,102806,--,0,1.06
2542,興富發,29663692,17849475,11814217,--,--,11814217,2133033,--,9681184,-110417,9570767,522077,9048690,--,--,9048690,5667,--,9054357,8787549,--,261141,8793216,--,261141,9.92
2543,皇昌營造,3655673,3407609,248064,--,--,248064,86800,0,161264,53514,214778,25264,189514,0,--,189514,--,--,189514,187442,--,2072,187442,--,2072,0.87
2545,皇翔,2590541,820338,1770203,--,--,1770203,501560,--,1268643,-133500,1135143,91349,1043794,--,--,1043794,0,--,1043794,1043794,--,0,1043794,--,0,3.18
2546,根基,3962593,3660253,302340,--,--,302340,111642,--,190698,17740,208438,44040,164398,--,--,164398,-56705,--,107693,164397,--,1,107705,--,-12,1.55
2547,日勝,2519903,1357214,1162689,--,--,1162689,1195422,--,-32733,-143704,-176437,121969,-298406,--,--,-298406,61,--,-298345,-308885,--,10479,-308824,--,10479,-0.35
2548,華固建設,1433317,895840,537477,--,--,537477,467918,--,69559,-27551,42008,212109,-170101,--,--,-170101,7041,--,-163060,-201789,--,31688,-196002,--,32942,-0.73
2597,潤弘精密,10516805,9166289,1350516,--,--,1350516,457963,--,892553,208155,1100708,125361,975347,--,--,975347,-318765,--,656582,845186,0,130161,531997,0,124585,6.26
2601,益航,6204591,1506061,4698530,--,--,4698530,3702879,--,995651,-134343,861308,442833,418475,--,--,418475,175714,--,594189,82252,--,336223,215855,--,378334,0.22
2603,長榮海運,107097536,101258619,5838917,--,--,5838917,4200763,419012,2057166,-516823,1540343,579413,960930,--,--,960930,1086370,--,2047300,319365,--,641565,1246511,--,800789,0.09
2605,新興,3502453,2276418,1226035,--,--,1226035,147689,0,1078346,-89430,988916,93802,895114,102037,--,997151,368195,--,1365346,682770,--,314381,1008931,--,356415,1.2
2606,裕民,6810070,5468442,1341628,--,--,1341628,238236,--,1103392,926863,2030255,269962,1760293,--,--,1760293,219776,--,1980069,1760293,--,--,1980069,--,--,2.05
2607,榮運,4879431,4230983,648448,--,--,648448,180966,--,467482,137012,604494,157803,446691,--,--,446691,261769,--,708460,442472,--,4219,704221,--,4239,0.41
2608,嘉里大榮,6047301,4830661,1216640,0,0,1216640,329731,--,886909,20255,907164,165606,741558,0,--,741558,272,--,741830,729791,--,11767,730687,--,11143,1.51
2609,陽明海運,99839034,95776225,4062809,--,--,4062809,4317935,1733725,1478599,-890136,588463,442887,145576,--,--,145576,-335350,--,-189774,63762,--,81814,-276652,--,86878,0.02
2610,華航,112439008,103578664,8860344,--,--,8860344,8237649,--,622695,-2005190,-1382495,1040456,-2422951,--,--,-2422951,-284126,--,-2707077,-2583259,--,160308,-2866208,--,159131,-0.5
2611,志信,1082513,856130,226383,--,--,226383,242793,--,-16410,79814,63404,10221,53183,--,--,53183,-50730,--,2453,58501,--,-5318,8728,--,-6275,0.33
2612,中航,2594297,1927645,666652,0,0,666652,245161,--,421491,-137911,283580,55971,227609,--,--,227609,213506,--,441115,227609,--,0,441115,--,--,0.89
2613,中櫃,1999683,1797603,202080,--,--,202080,86751,--,115329,-11624,103705,19052,84653,--,--,84653,-2835,--,81818,84650,--,3,81815,--,3,1.07
2614,東森,9405093,8997104,407989,--,--,407989,2902559,--,-2494570,-638791,-3133361,65438,-3198799,0,--,-3198799,-1702,--,-3200501,-3091990,--,-106809,-3101517,--,-98984,-4.44
2615,萬海,49018987,42577807,6441180,--,--,6441180,2651439,--,3789741,518879,4308620,723710,3584910,--,--,3584910,315618,--,3900528,3541951,--,42959,3856335,--,44193,1.6
2616,山隆通運,15450862,14570359,880503,--,--,880503,739816,--,140687,90858,231545,53916,177629,--,--,177629,-59262,--,118367,169663,--,7966,109781,--,8586,1.52
2617,台航,2185468,1891450,294018,--,--,294018,96573,--,197445,127934,325379,108000,217379,--,--,217379,121792,--,339171,217379,--,--,339171,--,--,0.52
2618,長榮航空,98150629,88066758,10083871,--,--,10083871,6996377,--,3087494,-2665648,421846,626802,-204956,--,--,-204956,1211462,--,1006506,-591220,--,386264,608439,--,398067,-0.18
2634,漢翔公司,16973807,15256061,1717746,--,--,1717746,787981,--,929765,79994,1009759,-170823,1180582,--,--,1180582,7765,--,1188347,--,--,--,--,--,--,1.3
2637,F-慧洋,6622759,5283393,1339366,--,--,1339366,104855,0,1234511,-47281,1187230,139,1187091,--,--,1187091,1423818,--,2610909,1161413,--,25678,2582320,--,28589,2.51
2642,宅配通,1918958,1533881,385077,--,--,385077,277910,--,107167,11441,118608,20037,98571,--,--,98571,187405,--,285976,98571,--,--,285976,--,--,1.03
2701,萬企,280785,146958,133827,--,--,133827,21657,--,112170,164980,277150,42208,234942,--,--,234942,173108,--,408050,--,--,--,--,--,--,0.62
2702,華園,533870,120822,413048,--,--,413048,329745,--,83303,-7541,75762,30863,44899,--,--,44899,13742,--,58641,44899,--,--,58641,--,--,0.5
2704,國賓,2580531,1547680,1032851,--,--,1032851,707653,--,325198,91770,416968,71665,345303,--,--,345303,67449,--,412752,342031,--,3272,409508,--,3244,0.93
2705,六福,2102093,1367057,735036,--,--,735036,742905,--,-7869,-52439,-60308,-8,-60300,--,--,-60300,0,--,-60300,-60300,--,--,-60300,--,--,-0.18
2706,第一店,275041,88601,186440,--,--,186440,24718,--,161722,229923,391645,62371,329274,--,--,329274,112353,--,441627,--,--,--,--,--,--,0.84
2707,晶華酒店,4579599,2901809,1677790,--,--,1677790,744059,--,933731,-4798,928933,177747,751186,--,--,751186,38913,--,790099,743001,--,8185,781915,--,8184,6.35
2712,遠雄來,472209,275828,196381,--,--,196381,92700,--,103681,-302,103379,16739,86640,--,--,86640,--,--,86640,--,--,--,--,--,--,0.83
2722,夏都,576734,226887,349847,--,--,349847,153687,-396,195764,1244,197008,36033,160975,--,--,160975,-4086,--,156889,--,--,--,--,--,--,1.8
2723,F-美食,13079073,5756042,7323031,--,--,7323031,6793947,--,529084,57534,586618,256122,330496,--,--,330496,19626,--,350122,315786,--,14710,335101,--,15021,2.24
2727,王品,12949498,6283889,6665609,--,--,6665609,5621684,--,1043925,25942,1069867,253979,815888,--,--,815888,9598,--,825486,690643,--,125245,695059,--,130427,8.97
2731,雄獅旅遊,13520138,11669006,1851132,--,--,1851132,1523564,--,327568,73745,401313,72624,328689,--,--,328689,3689,--,332378,329662,--,-973,333167,--,-789,4.71
2841,台灣土地,324592,32469,292123,--,--,292123,458732,--,-166609,-30782,-197391,-846,-196545,--,--,-196545,136,--,-196409,-196517,--,-28,-196381,--,-28,-0.3
2901,欣欣大眾,114933,14224,100709,--,--,100709,70618,--,30091,5691,35782,6234,29548,--,--,29548,306,--,29854,--,--,--,--,--,--,0.4
2903,遠百,32337715,16047498,16290217,--,--,16290217,14520045,--,1770172,75725,1845897,523379,1322518,--,--,1322518,1992454,--,3314972,1021700,--,300818,3017364,--,297608,0.71
2904,匯僑,408505,237565,170940,--,--,170940,50696,--,120244,17234,137478,13223,124255,--,--,124255,1283,--,125538,124228,--,27,125511,--,27,1.8
2906,高林實,4825813,3675318,1150495,--,--,1150495,993262,--,157233,28764,185997,35591,150406,--,--,150406,-25810,--,124596,145272,--,5134,130620,--,-6024,0.69
2908,特力,27132983,19154470,7978513,--,--,7978513,7295215,0,683298,-17606,665692,129947,535745,0,--,535745,20474,--,556219,524945,--,10800,547058,--,9161,1.06
2910,統領,750915,368358,382557,0,0,382557,213646,--,168911,-4792,164119,20777,143342,--,--,143342,5180,--,148522,143342,--,0,148522,--,0,0.82
2911,麗嬰房,6560918,3408725,3152193,--,--,3152193,3366165,--,-213972,-62065,-276037,-98867,-177170,--,--,-177170,16285,--,-160885,-182638,--,5468,-167844,--,6959,-0.86
2912,統一超,156049570,105807094,50242476,--,--,50242476,42016245,--,8226231,2063181,10289412,1793046,8496366,--,--,8496366,-26381,--,8469985,7646185,--,850181,7619804,--,850181,7.35
2913,台灣農林,1437542,966247,471295,--,--,471295,240097,2076,233274,341836,575110,23688,551422,--,--,551422,--,--,551422,515045,--,36377,515045,--,36377,0.72
